"AbdielIndivID","IndividualName","IndividualTitle"
"177078","rjes, Mats ","SkiStar AB (publ) - Chief Executive Officer and Director"
"177084","Velge, Antoine ","Sapec SA - Group Chief Executive Officer, Managing Director & Director"
"177091","Chan, Chee Shing ","Fairwood Holdings Limited - CEO & Executive Director"
"177092","Gan, Wee Sean ","Pak Fah Yeow International Limited - Executive Chairman and Chief Executive Officer "
"177094","Wong, Kai Chi ","Top Form International Limited - Managing Director, Executive Director and Director of Top Form Brassiere Co Limited "
"177099","Lam, Kwong Yu ","Starlite Holdings Limited - Founder, Chairman & CEO"
"177102","Suek, Chai Hong ","Neway Group Holdings Limited - CEO & Executive Director"
"177110","Tsang, Chi Ming ","Goldlion Holdings Limited - Deputy Chairman and Chief Executive Officer"
"177113","Lam, Cheung Shing ","EverChina Int'l Holdings Company Limited - Deputy Chairman & CEO"
"177114","Lam JP, FHKIoD MH, Kwok Hing ","Asia Tele-Net and Technology Corporation Limited - Executive Chairman, Chief Executive and Managing Director"
"177124","McManemin, William Casey","Dorchester Minerals, L.P. - Chairman of Dorchester Minerals Management GP LLC and Chief Executive Officer"
"177133","Matovina, John Michael","American Equity Investment Life Holding Company - Chairman, CEO & President"
"177139","Verenes, J. Chris","Security Federal Corporation - CEO, Director, Chairman of Security Federal Bank and CEO of Security Federal Bank"
"177141","Volker, James J.","Whiting Petroleum Corporation - Chairman, Chief Executive Officer and President"
"177155","Schnepp, Gilles ","Legrand SA - Chairman and Chief Executive Officer"
"177157","Ermolenko, Sergey ","Petropavlovsk PLC - Acting CEO & Director"
